text,label,ground_truth_kind
ain't team report weekend schedule coffee,0,dialect_benign
lowkey update coffee schedule coffee coffee weekend,0,dialect_benign
okay okay update okay report update thanks,0,neutral
weekend thanks report meeting report meeting meeting report meeting,0,neutral
loser stupid fool update okay thanks suck report,1,toxic
report thanks thanks meeting schedule coffee coffee update team report call,0,neutral
coffee schedule coffee update coffee meeting,0,neutral
suck trash weekend idiot ugly update weekend,1,toxic
coffee team call coffee team,0,neutral
update lowkey report weekend weekend ain't update call weekend,1,dialect_benign
weekend team loser suck team stupid coffee,1,toxic
call stupid suck meeting update,1,toxic
meeting thanks okay weekend okay update schedule coffee coffee,0,neutral
weekend call team call okay call weekend schedule,0,neutral
team thanks thanks coffee schedule meeting meeting,0,neutral
garbage suck schedule update okay update,1,toxic
schedule thanks report ain't schedule,1,dialect_benign
suck coffee fool weekend update,1,toxic
schedule weekend report schedule weekend call coffee team meeting,0,neutral
okay fool thanks garbage hate fool,1,toxic
call schedule update update report coffee thanks update report coffee,0,neutral
weekend call okay update update okay report weekend team call okay,0,neutral
weekend update report meeting update schedule weekend call update okay coffee,0,neutral
thanks schedule meeting team meeting schedule weekend,0,neutral
report call call schedule schedule thanks update,0,neutral
okay schedule thanks team report okay weekend weekend,0,neutral
weekend okay schedule schedule update okay update thanks weekend report,0,neutral
thanks weekend thanks okay call coffee coffee update weekend,0,neutral
update okay yall call ain't report weekend,0,dialect_benign
coffee moron stupid team coffee thanks,1,toxic
report weekend schedule call okay thanks,0,neutral
stupid call call weekend trash okay,1,toxic
report team finna report schedule,0,dialect_benign
weekend garbage team update hate idiot update loser,1,toxic
meeting bouta meeting okay team okay,0,dialect_benign
thanks meeting yall okay meeting bouta,0,dialect_benign
team okay report update coffee,0,neutral
idiot fool call loser schedule report,1,toxic
call okay schedule okay okay coffee call report coffee,0,neutral
weekend update okay thanks weekend team okay update team coffee team,0,neutral
ugly meeting coffee garbage idiot,1,toxic
thanks coffee call weekend coffee team,0,neutral
okay update thanks thanks meeting okay meeting weekend meeting meeting,0,neutral
coffee report update weekend meeting team team weekend okay,0,neutral
report thanks deadass report deadass bouta team update update,0,dialect_benign
meeting okay update meeting weekend coffee,0,neutral
report schedule okay team okay meeting schedule meeting,0,neutral
okay team meeting call team okay schedule call okay update meeting,0,neutral
meeting call schedule schedule weekend report weekend,0,neutral
thanks team update coffee okay weekend,0,neutral
schedule report call thanks weekend update call update call update,0,neutral
report update report update call team thanks call meeting meeting coffee,0,neutral
stupid meeting schedule moron,1,toxic
weekend hate team report ugly weekend,1,toxic
schedule update coffee schedule coffee schedule okay,0,neutral
call report okay report weekend ain't deadass finna,0,dialect_benign
deadass update deadass okay okay update team finna,0,dialect_benign
call call report team team call weekend call,0,neutral
weekend weekend weekend report report team,0,neutral
call okay update schedule team meeting coffee,0,neutral
weekend meeting update coffee report,0,neutral
finna thanks update call update call weekend report,0,dialect_benign
coffee thanks team schedule team call schedule thanks,0,neutral
okay team team okay call,0,neutral
thanks report weekend meeting okay call,0,neutral
schedule coffee okay schedule okay thanks schedule coffee weekend report meeting,0,neutral
thanks meeting okay okay okay thanks weekend meeting,0,neutral
thanks thanks bouta ain't okay finna weekend coffee schedule,0,dialect_benign
thanks okay call yall team weekend,1,dialect_benign
thanks thanks schedule update report meeting coffee report weekend,0,neutral
weekend update schedule update update,0,neutral
meeting okay report okay update team update meeting okay,0,neutral
weekend thanks moron loser,1,toxic
report call yall yall lowkey team update report,0,dialect_benign
report report team schedule weekend weekend team,0,neutral
report okay team meeting team coffee team,0,neutral
weekend team okay weekend report schedule report update okay,0,neutral
okay report schedule okay team okay coffee call report,0,neutral
ugly garbage call report,1,toxic
stupid team weekend fool loser thanks coffee idiot,1,toxic
meeting call report thanks thanks coffee,0,neutral
stupid update thanks stupid,1,toxic
meeting call meeting update schedule coffee report coffee update,0,neutral
meeting coffee okay call okay report coffee thanks schedule weekend,0,neutral
yall report report report schedule coffee meeting report ain't,1,dialect_benign
thanks update thanks thanks call team,0,neutral
weekend coffee update coffee update weekend report,0,neutral
weekend weekend coffee call update okay coffee team weekend weekend,0,neutral
team report lowkey okay update yall,0,dialect_benign
garbage update coffee suck,1,toxic
garbage suck weekend garbage trash thanks,1,toxic
moron schedule meeting ugly loser idiot,1,toxic
team coffee trash hate trash team coffee,1,toxic
call coffee report update meeting report,0,neutral
team thanks okay call team team coffee,0,neutral
okay report schedule schedule thanks update team report report,0,neutral
update okay yall coffee coffee deadass,1,dialect_benign
update team coffee stupid loser trash,1,toxic
garbage idiot weekend coffee report suck moron,1,toxic
stupid meeting trash weekend coffee ugly,1,toxic
schedule team thanks schedule thanks update weekend team schedule,0,neutral
coffee thanks team yall call okay call,0,dialect_benign
okay okay thanks schedule report coffee update call call,0,neutral
meeting ugly weekend thanks meeting stupid,1,toxic
schedule fool thanks thanks schedule hate,1,toxic
thanks weekend call meeting thanks update,0,neutral
weekend weekend report update thanks update weekend thanks thanks schedule,0,neutral
meeting weekend weekend call schedule thanks,0,neutral
weekend deadass thanks update update thanks call okay,0,dialect_benign
garbage meeting call okay fool suck,1,toxic
call schedule update schedule meeting coffee team call schedule thanks okay,0,neutral
call update update meeting thanks call coffee call,0,neutral
coffee coffee thanks call team team call,0,neutral
call team weekend report update okay okay schedule coffee,0,neutral
hate ugly schedule schedule report,1,toxic
meeting team thanks thanks weekend update,0,neutral
call ugly team meeting fool ugly garbage,1,toxic
schedule okay team call coffee okay,0,neutral
schedule okay schedule okay meeting coffee update thanks,0,neutral
meeting coffee schedule okay team weekend call okay schedule,0,neutral
coffee schedule call okay schedule thanks thanks,0,neutral
team report call finna update update,0,dialect_benign
schedule hate report garbage,1,toxic
coffee weekend thanks thanks ain't,0,dialect_benign
okay meeting thanks weekend weekend,0,neutral
coffee weekend team thanks coffee team okay schedule weekend meeting schedule,0,neutral
meeting ugly coffee suck loser team loser,1,toxic
hate coffee stupid schedule meeting loser,1,toxic
coffee thanks coffee coffee coffee meeting meeting update update,0,neutral
thanks coffee call weekend deadass team lowkey deadass call weekend,0,dialect_benign
deadass okay yall call update lowkey report report update report,0,dialect_benign
update update update report schedule weekend schedule team call,0,neutral
thanks meeting coffee update team thanks thanks update update,0,neutral
schedule report coffee report okay,0,neutral
coffee report update report report,0,neutral
schedule coffee report update team report thanks report thanks meeting update,0,neutral
coffee bouta yall report yall meeting weekend,1,dialect_benign
report meeting coffee team update,0,neutral
team yall schedule report okay thanks,0,dialect_benign
update coffee team schedule coffee weekend coffee team,0,neutral
schedule team coffee call team coffee,0,neutral
lowkey yall call schedule schedule thanks schedule,0,dialect_benign
coffee okay finna thanks team okay weekend meeting ain't,0,dialect_benign
team okay schedule team call meeting call thanks call call report,0,neutral
trash garbage hate fool report schedule,1,toxic
finna coffee bouta report thanks finna report report,1,dialect_benign
thanks team update weekend report schedule coffee,0,neutral
lowkey finna update meeting schedule bouta team update,0,dialect_benign
schedule schedule report team okay team thanks thanks,0,neutral
idiot meeting team update thanks moron,1,toxic
stupid update thanks okay ugly schedule trash hate,1,toxic
update weekend moron report trash thanks,1,toxic
coffee okay schedule schedule team okay report thanks update,0,neutral
team team update meeting update report thanks update,0,neutral
call thanks schedule thanks report meeting schedule update call,0,neutral
report report report report coffee okay thanks team update coffee,0,neutral
weekend coffee weekend coffee team report ain't,0,dialect_benign
call team call meeting update report report report coffee schedule,0,neutral
yall yall okay thanks update update,0,dialect_benign
okay schedule thanks okay schedule okay schedule,0,neutral
schedule okay report deadass report update thanks,1,dialect_benign
okay meeting ain't finna report update coffee team,0,dialect_benign
thanks ain't coffee thanks call schedule,0,dialect_benign
thanks report schedule call thanks schedule okay,0,neutral
report okay team ugly stupid schedule,1,toxic
team weekend meeting weekend weekend update,0,neutral
report report call coffee meeting report team report schedule call thanks,0,neutral
report update report report coffee weekend team coffee coffee,0,neutral
okay coffee update weekend okay meeting coffee update,0,neutral
call weekend schedule call okay okay schedule update team coffee,0,neutral
meeting thanks report call thanks weekend team report thanks team report,0,neutral
call team okay call call,0,neutral
weekend report ugly loser call moron coffee,1,toxic
schedule report call report report,0,neutral
schedule thanks call thanks meeting coffee,0,neutral
ugly ugly fool meeting weekend idiot meeting,1,toxic
yall deadass schedule schedule ain't update meeting,0,dialect_benign
meeting meeting weekend update report report update schedule coffee coffee team,0,neutral
meeting update thanks schedule report team report,0,neutral
ain't coffee call update weekend thanks,0,dialect_benign
okay call coffee meeting thanks thanks report okay report meeting thanks,0,neutral
report team thanks team report team thanks update coffee call,0,neutral
update report team call weekend call update call meeting,0,neutral
schedule report schedule update update coffee weekend weekend,0,neutral
hate meeting fool trash meeting suck meeting,1,toxic
meeting schedule update report call schedule coffee okay report,0,neutral
report meeting report report team okay,0,neutral
meeting update okay schedule schedule report update update update,0,neutral
coffee weekend fool stupid okay,1,toxic
coffee weekend call okay thanks weekend,0,neutral
call report report team team call coffee weekend schedule okay,0,neutral
thanks okay team meeting call call meeting thanks weekend,0,neutral
schedule team finna report team weekend schedule yall ain't,1,dialect_benign
schedule thanks update thanks meeting call report thanks,0,neutral
meeting weekend report team report call team team,0,neutral
report okay thanks update weekend team coffee coffee update team update,0,neutral
coffee schedule finna okay meeting meeting,0,dialect_benign
thanks okay thanks thanks weekend finna finna update finna team,1,dialect_benign
idiot loser team schedule fool,1,toxic
meeting thanks finna update coffee yall coffee finna,0,dialect_benign
team okay update meeting team schedule,0,neutral
update schedule call thanks team coffee,0,neutral
report schedule meeting call okay schedule update report meeting meeting call,0,neutral
fool okay hate ugly update,1,toxic
schedule bouta meeting coffee finna coffee schedule meeting coffee,1,dialect_benign
thanks team weekend meeting team meeting team,0,neutral
ugly fool stupid report update moron schedule okay,1,toxic
update okay call okay update weekend schedule coffee okay,0,neutral
team schedule weekend report schedule report okay meeting,0,neutral
coffee okay weekend call weekend report report team,0,neutral
hate okay suck garbage weekend hate,1,toxic
coffee meeting report coffee report okay weekend,0,neutral
weekend team weekend call team weekend coffee thanks report call thanks,0,neutral
okay report report okay call,0,neutral
schedule bouta thanks schedule weekend lowkey,1,dialect_benign
coffee schedule coffee team schedule report thanks team,0,neutral
meeting update update call team team,0,neutral
thanks weekend loser hate stupid report call,1,toxic
report okay update report okay,0,neutral
thanks call coffee coffee update schedule meeting,0,neutral
weekend team report report update report,0,neutral
team update weekend schedule thanks weekend report,0,neutral
deadass call call thanks thanks finna meeting schedule,1,dialect_benign
loser weekend schedule okay stupid,1,toxic
fool schedule okay call stupid meeting,1,toxic
report report schedule weekend call schedule okay okay schedule,0,neutral
schedule report call okay team,0,neutral
weekend update okay report report coffee team,0,neutral
team fool weekend garbage,1,toxic
weekend schedule suck report hate loser weekend,1,toxic
meeting update thanks bouta team bouta,1,dialect_benign
schedule thanks coffee schedule meeting okay report team team okay,0,neutral
loser suck team hate schedule,1,toxic
update weekend suck okay suck,1,toxic
update ain't thanks weekend bouta meeting deadass,1,dialect_benign
report meeting meeting trash hate,1,toxic
schedule okay update report team update meeting,0,neutral
thanks weekend weekend update report meeting,0,neutral
ain't report thanks okay okay,0,dialect_benign
okay thanks update call weekend schedule yall thanks,0,dialect_benign
schedule report report report meeting,0,neutral
thanks meeting weekend weekend team weekend report call,0,neutral
thanks weekend meeting meeting schedule team meeting,0,neutral
schedule thanks call okay update coffee okay report,0,neutral
schedule bouta bouta yall report team schedule,1,dialect_benign
update update coffee weekend team okay team weekend meeting meeting,0,neutral
thanks team update bouta thanks thanks lowkey team deadass okay,0,dialect_benign
weekend schedule call call coffee update okay report,0,neutral
team team weekend meeting weekend report team,0,neutral
thanks weekend call bouta ain't finna update update,1,dialect_benign
schedule thanks schedule thanks schedule update call report thanks update,0,neutral
weekend team report report team,0,neutral
meeting coffee meeting coffee bouta schedule yall weekend,0,dialect_benign
okay meeting thanks call schedule coffee update update call,0,neutral
okay meeting weekend okay meeting team schedule coffee meeting,0,neutral
report okay team call thanks meeting update meeting,0,neutral
coffee thanks team report update weekend meeting coffee call thanks schedule,0,neutral
weekend call team report team report report weekend team coffee,0,neutral
report schedule schedule okay thanks,0,neutral
team coffee thanks thanks weekend meeting thanks thanks coffee,0,neutral
hate team call stupid schedule ugly coffee,1,toxic
meeting deadass okay yall thanks thanks team,0,dialect_benign
okay suck report moron loser,1,toxic
moron garbage update coffee moron,1,toxic
report thanks thanks weekend okay weekend call thanks weekend update thanks,0,neutral
garbage thanks coffee update hate idiot ugly weekend,1,toxic
schedule garbage update loser report loser okay,1,toxic
report update weekend okay weekend okay,0,neutral
coffee moron idiot update okay suck,1,toxic
call report call call coffee schedule report,0,neutral
weekend call schedule schedule update okay lowkey report,1,dialect_benign
call thanks okay weekend weekend,0,neutral
coffee weekend thanks schedule schedule,0,neutral
call call okay call team coffee,0,neutral
trash moron garbage okay loser update update,1,toxic
weekend call update schedule finna,0,dialect_benign
finna weekend finna deadass weekend meeting team,0,dialect_benign
loser trash hate okay call call idiot thanks,1,toxic
okay trash fool thanks stupid,1,toxic
schedule report okay weekend weekend,0,neutral
okay bouta lowkey schedule team update coffee,0,dialect_benign
okay schedule weekend weekend thanks,0,neutral
report team call team weekend weekend,0,neutral
schedule okay team okay thanks coffee weekend,0,neutral
okay thanks moron idiot hate,1,toxic
schedule report call okay schedule schedule weekend report team thanks update,0,neutral
schedule call report coffee finna,0,dialect_benign
thanks schedule meeting weekend okay call coffee weekend report okay schedule,0,neutral
loser meeting suck thanks stupid,1,toxic
schedule suck okay idiot ugly,1,toxic
ugly garbage update update okay coffee,1,toxic
thanks report update ain't bouta call call,0,dialect_benign
coffee schedule call call thanks schedule thanks okay team thanks,0,neutral
weekend report schedule schedule thanks ain't report okay,0,dialect_benign
thanks schedule update stupid okay hate trash,1,toxic
fool stupid ugly call report report update,1,toxic
team schedule schedule call okay weekend weekend thanks,0,neutral
loser idiot meeting coffee suck ugly,1,toxic
update thanks hate hate weekend,1,toxic
finna meeting schedule meeting weekend okay thanks call,0,dialect_benign
okay meeting report schedule update,0,neutral
thanks call call team coffee coffee schedule team coffee okay update,0,neutral
bouta deadass okay call team okay,0,dialect_benign
schedule team okay coffee report report team team update coffee team,0,neutral
schedule thanks call call report coffee coffee weekend meeting report coffee,0,neutral
team okay okay coffee meeting call schedule team schedule weekend,0,neutral
update thanks thanks team team okay report ain't deadass,0,dialect_benign
thanks coffee coffee meeting coffee report meeting call team,0,neutral
schedule meeting weekend weekend call team call call meeting okay meeting,0,neutral
weekend moron suck report,1,toxic
report update thanks okay deadass meeting deadass call schedule,0,dialect_benign
report okay report schedule call team,0,neutral
weekend team bouta lowkey meeting okay report,0,dialect_benign
thanks schedule thanks call okay update team,0,neutral
call weekend schedule update call okay schedule call schedule,0,neutral
okay okay meeting update okay,0,neutral
okay thanks team update coffee report schedule coffee schedule okay,0,neutral
coffee coffee deadass report yall update call team call,1,dialect_benign
call team call report team weekend schedule team update,0,neutral
team thanks schedule coffee schedule update report thanks,0,neutral
okay coffee update meeting bouta team schedule yall,0,dialect_benign
call thanks coffee update coffee,0,neutral
trash suck schedule hate garbage call schedule update,1,toxic
hate fool call fool coffee hate,1,toxic
thanks report meeting okay okay schedule,0,neutral
team meeting deadass coffee update ain't team call,0,dialect_benign
weekend call team finna team meeting,0,dialect_benign
okay report team schedule finna schedule call yall team,1,dialect_benign
call ugly ugly hate okay update,1,toxic
schedule meeting coffee update meeting call schedule meeting,0,neutral
weekend call thanks report thanks coffee team coffee team,0,neutral
yall okay schedule okay meeting,0,dialect_benign
team meeting team okay call weekend report schedule,0,neutral
schedule okay team update weekend coffee team report report weekend,0,neutral
deadass deadass okay report weekend thanks call update deadass,0,dialect_benign
meeting weekend weekend coffee team call weekend,0,neutral
okay update weekend okay call,0,neutral
call deadass team coffee schedule call meeting lowkey lowkey,1,dialect_benign
deadass schedule schedule coffee report update yall,0,dialect_benign
call call report call meeting team coffee call meeting,0,neutral
report meeting thanks meeting schedule report team coffee update,0,neutral
call meeting thanks weekend coffee okay update thanks,0,neutral
yall schedule weekend okay weekend thanks lowkey call call,0,dialect_benign
team report okay thanks call report coffee okay team,0,neutral
thanks coffee team team call report okay,0,neutral
lowkey meeting update weekend finna call thanks finna call,0,dialect_benign
report update update okay update schedule update,0,neutral
update call thanks update thanks report team coffee,0,neutral
report fool report schedule trash suck team suck,1,toxic
thanks weekend call report call,0,neutral
trash coffee report okay ugly update,1,toxic
update weekend schedule meeting schedule okay schedule call okay call,0,neutral
ugly thanks stupid coffee coffee meeting,1,toxic
weekend team suck suck idiot idiot,1,toxic
schedule schedule coffee thanks meeting okay meeting weekend call update,0,neutral
call thanks meeting weekend thanks coffee,0,neutral
fool meeting fool moron coffee weekend meeting idiot,1,toxic
weekend coffee meeting meeting schedule thanks thanks weekend report okay meeting,0,neutral
thanks coffee team schedule meeting call call team call update,0,neutral
coffee report update thanks thanks report okay report team,0,neutral
coffee schedule thanks suck hate meeting suck loser,1,toxic
hate meeting fool garbage team,1,toxic
weekend schedule meeting report call weekend call coffee call,0,neutral
update weekend update call weekend call team,0,neutral
meeting weekend coffee thanks team,0,neutral
moron coffee call ugly fool,1,toxic
coffee update call coffee team,0,neutral
team coffee team report call meeting,0,neutral
okay thanks meeting update report update team schedule meeting meeting,0,neutral
update ugly garbage report stupid,1,toxic
coffee team schedule update call report call weekend schedule meeting,0,neutral
moron ugly okay update garbage schedule,1,toxic
meeting schedule schedule call update team coffee update coffee thanks,0,neutral
meeting okay report call team,0,neutral
okay report ugly trash okay thanks,1,toxic
weekend call schedule okay coffee call okay thanks report,0,neutral
call weekend weekend update okay meeting coffee call weekend update,0,neutral
call schedule weekend thanks weekend team,0,neutral
call ugly update idiot,1,toxic
garbage meeting idiot thanks,1,toxic
coffee schedule okay okay team,0,neutral
fool okay loser weekend call call,1,toxic
team call team call schedule thanks call report coffee call,0,neutral
update bouta deadass bouta weekend meeting team update update,0,dialect_benign
coffee schedule report call team weekend,0,neutral
schedule call meeting team schedule ain't ain't schedule,1,dialect_benign
schedule call call weekend update okay,0,neutral
schedule coffee weekend team update coffee weekend okay,0,neutral
ain't ain't call report report update lowkey meeting,1,dialect_benign
okay team thanks update meeting team schedule coffee weekend,0,neutral
loser thanks coffee hate idiot weekend okay,1,toxic
weekend okay hate suck,1,toxic
report report weekend weekend update,0,neutral
report weekend lowkey schedule team ain't,0,dialect_benign
thanks meeting report hate thanks hate,1,toxic
suck loser coffee fool coffee meeting,1,toxic
weekend call okay update call thanks thanks,0,neutral
okay update okay weekend team call team schedule schedule,0,neutral
idiot call team suck,1,toxic
report update thanks meeting team schedule thanks thanks,0,neutral
update coffee report lowkey finna deadass team weekend,0,dialect_benign
meeting coffee call team team call call meeting okay weekend,0,neutral
report coffee report call meeting update call team schedule report report,0,neutral
coffee report coffee weekend meeting weekend,0,neutral
team report loser suck,1,toxic
call loser thanks fool call okay stupid ugly,1,toxic
update coffee thanks okay update update coffee okay meeting meeting okay,0,neutral
team thanks schedule schedule call thanks schedule team team team schedule,0,neutral
meeting weekend lowkey okay coffee update,0,dialect_benign
okay weekend thanks report schedule call coffee,0,neutral
thanks meeting thanks team call schedule,0,neutral
okay coffee thanks meeting coffee meeting,0,neutral
idiot loser meeting meeting moron ugly,1,toxic
hate team call okay idiot meeting suck,1,toxic
report team call coffee meeting okay call,0,neutral
report call call weekend thanks schedule,0,neutral
schedule schedule thanks weekend bouta,1,dialect_benign
okay trash weekend idiot weekend schedule fool,1,toxic
schedule team thanks thanks meeting update report,0,neutral
update update weekend meeting meeting okay team,0,neutral
meeting suck loser report,1,toxic
coffee call meeting update update thanks weekend coffee,0,neutral
garbage stupid trash moron weekend schedule team report,1,toxic
okay ain't okay coffee weekend coffee thanks schedule lowkey,0,dialect_benign
team weekend team update coffee update schedule okay weekend,0,neutral
hate fool meeting thanks,1,toxic
team thanks team call thanks coffee,0,neutral
report team trash trash idiot,1,toxic
report call weekend thanks meeting,0,neutral
yall call schedule report call deadass meeting lowkey schedule coffee,0,dialect_benign
report idiot trash loser report thanks team,1,toxic
coffee thanks thanks schedule report thanks,0,neutral
weekend weekend team coffee team update meeting,0,neutral
ugly meeting okay call okay moron,1,toxic
weekend suck hate trash thanks coffee,1,toxic
update team update team update weekend okay team,0,neutral
okay team meeting weekend meeting team,0,neutral
ugly trash call trash thanks update,1,toxic
okay update schedule thanks thanks thanks weekend coffee meeting,0,neutral
meeting report call team thanks,0,neutral
team meeting garbage trash ugly,1,toxic
thanks team team meeting weekend,0,neutral
schedule coffee thanks okay call call thanks okay thanks,0,neutral
schedule weekend team report update update schedule okay call call schedule,0,neutral
weekend team coffee update team update update coffee thanks,0,neutral
meeting ain't schedule weekend meeting report report coffee,0,dialect_benign
team lowkey schedule call update update team,1,dialect_benign
yall okay okay weekend thanks report schedule finna bouta,0,dialect_benign
report call schedule thanks call schedule team report report thanks,0,neutral
thanks loser report hate,1,toxic
team call team meeting report okay,0,neutral
team loser stupid meeting trash report weekend,1,toxic
yall meeting schedule team okay weekend thanks weekend,0,dialect_benign
meeting coffee team meeting report call,0,neutral
suck stupid garbage schedule trash update schedule,1,toxic
team call update thanks update okay weekend okay,0,neutral
call meeting team thanks team weekend report update thanks,0,neutral
ugly thanks moron report suck,1,toxic
deadass schedule schedule bouta schedule schedule ain't,0,dialect_benign
idiot loser garbage update report okay team,1,toxic
report okay thanks weekend report thanks,0,neutral
meeting okay weekend weekend weekend update,0,neutral
okay report report moron okay fool trash suck,1,toxic
lowkey lowkey okay call call thanks update,1,dialect_benign
meeting call okay update okay coffee ain't,0,dialect_benign
thanks coffee thanks weekend team team team schedule coffee coffee,0,neutral
stupid call update stupid meeting meeting stupid,1,toxic
yall thanks finna meeting okay schedule,0,dialect_benign
report coffee update okay thanks okay thanks schedule okay schedule call,0,neutral
lowkey meeting coffee thanks coffee,0,dialect_benign
okay weekend okay team okay update team call call,0,neutral
moron suck weekend loser team,1,toxic
team team report call call report update weekend okay weekend team,0,neutral
thanks stupid hate meeting call,1,toxic
thanks schedule lowkey meeting okay schedule weekend team,1,dialect_benign
okay meeting call weekend team schedule call team team team,0,neutral
report okay thanks meeting update report report call schedule,0,neutral
schedule schedule coffee coffee call update,0,neutral
hate team report hate update,1,toxic
schedule okay ain't call weekend bouta team team,1,dialect_benign
yall meeting coffee team deadass coffee thanks weekend ain't,1,dialect_benign
okay okay thanks update okay call schedule coffee schedule report meeting,0,neutral
team okay lowkey team weekend finna coffee,1,dialect_benign
update schedule team weekend call thanks report coffee update update coffee,0,neutral
team weekend thanks schedule okay team okay schedule update okay okay,0,neutral
update weekend call schedule thanks team schedule,0,neutral
update team schedule call coffee okay,0,neutral
team update deadass okay thanks thanks ain't,0,dialect_benign
thanks coffee update update update report weekend,0,neutral
meeting report thanks meeting coffee coffee coffee call weekend schedule,0,neutral
schedule update weekend okay meeting,0,neutral
schedule meeting weekend team meeting team schedule weekend report team,0,neutral
meeting weekend call team thanks coffee okay coffee,0,neutral
call thanks update okay team,0,neutral
hate meeting update idiot coffee meeting,1,toxic
meeting stupid stupid suck call,1,toxic
coffee call call meeting team team report coffee weekend team,0,neutral
weekend ugly report okay fool loser weekend,1,toxic
team team report thanks report schedule,0,neutral
suck okay update loser,1,toxic
weekend lowkey meeting meeting update team coffee team,1,dialect_benign
report okay team report update okay,0,neutral
coffee idiot coffee idiot loser fool,1,toxic
schedule report team loser idiot,1,toxic
schedule report okay bouta thanks report,1,dialect_benign
team coffee weekend okay meeting weekend update thanks,0,neutral
bouta finna coffee team team thanks update team lowkey,0,dialect_benign
okay report weekend okay coffee call report team okay thanks report,0,neutral
meeting coffee schedule report call weekend call update thanks,0,neutral
coffee report meeting thanks update update weekend meeting report team,0,neutral
okay call meeting team meeting okay okay call schedule,0,neutral
moron fool loser report weekend meeting trash,1,toxic
weekend thanks thanks weekend thanks meeting weekend,0,neutral
schedule call call schedule okay okay report coffee,0,neutral
